iter	Logloss
216	0.3966744542
217	0.3965332413
218	0.3963365935
219	0.3960717812
220	0.3958177586
221	0.3957184446
222	0.3955185734
223	0.3953186483
224	0.3952483555
225	0.3951741051
226	0.3949939715
227	0.3948244922
228	0.3947246688
229	0.394600994
230	0.3944539037
231	0.3942275707
232	0.3940194294
233	0.3939054834
234	0.3936664758
235	0.3933906237
236	0.3932376769
237	0.39316817
238	0.3930853844
239	0.3929025612
240	0.392796846
241	0.3926572271
242	0.3925354796
243	0.3924141592
244	0.3920918127
245	0.3919497273
246	0.3918204062
247	0.3917033402
248	0.3915530145
249	0.3914672991
250	0.3912903581
251	0.3911935893
252	0.3909833484
253	0.3908162925
254	0.390654603
255	0.3905111583
256	0.3902613614
257	0.3900466655
258	0.3898516879
259	0.3896774142
260	0.3894852972
261	0.3893922712
262	0.3892911833
263	0.389202502
264	0.3890209307
265	0.3888617096
266	0.3887019083
267	0.3884757623
268	0.3882877294
269	0.3881952127
270	0.3879828354
271	0.3876856326
272	0.3874892736
273	0.3873613114
274	0.3872714118
275	0.3871479349
276	0.3870830996
277	0.3869640254
278	0.3868028383
279	0.3866236056
280	0.3863710175
281	0.3863224629
282	0.3862814389
283	0.3861614297
284	0.386081949
285	0.3859988762
286	0.3858180391
287	0.3856295978
288	0.3855124702
289	0.3853916028
290	0.3852687541
291	0.3850954692
292	0.3850458108
293	0.38479747
294	0.3847496722
295	0.3846405383
296	0.3844203122
297	0.3843206895
298	0.3842043325
299	0.3840375919
300	0.3838479792
301	0.3837139562
302	0.3836200498
303	0.3835437189
304	0.383498093
305	0.3834116058
306	0.383284463
307	0.3831372087
308	0.3830890267
309	0.382927171
310	0.3827802917
311	0.382661768
312	0.3826242142
313	0.382426625
314	0.3823880063
315	0.3822207864
316	0.382046562
317	0.3819731407
318	0.3818753857
319	0.3817674177
320	0.3816006541
321	0.3815562343
322	0.3814269348
323	0.3812447902
324	0.3811843215
325	0.3809710169
326	0.3807416622
327	0.3805765649
328	0.3804738616
329	0.3803608616
330	0.3802286643
331	0.3801448712
332	0.3800296451
333	0.3798117479
334	0.3796669126
335	0.3795801867
336	0.379491068
337	0.3793830833
338	0.3792076026
339	0.3791371127
340	0.3790527275
341	0.3790115304
342	0.3788982842
343	0.3787201467
344	0.3786579833
345	0.3784424507
346	0.3784114158
347	0.378321084
348	0.3782764005
349	0.3780339032
350	0.3779054202
351	0.3778434346
352	0.3777388701
353	0.3775387985
354	0.3774462607
355	0.377394944
356	0.3771835276
357	0.3770566693
358	0.3769765729
359	0.3767620059
360	0.3766822944
361	0.3765850062
362	0.3763984433
363	0.3762374493
364	0.3761712556
365	0.3761161491
366	0.3760191754
367	0.3758416711
368	0.3756767526
369	0.3756388355
370	0.375525568
371	0.3754497827
372	0.3753846541
373	0.3752221531
374	0.3751150307
375	0.3750833735
376	0.3749966628
377	0.3747802107
378	0.3746804828
379	0.3746249075
380	0.3744960011
381	0.3743872156
382	0.3743267668
383	0.3742014046
384	0.3741351452
385	0.3740746699
386	0.3739414575
387	0.3737939072
388	0.373699743
389	0.3736483605
390	0.3736131353
391	0.3735051322
392	0.3733215456
393	0.3732809889
394	0.3731497624
395	0.3730991056
396	0.3730472874
397	0.3729893766
398	0.3728014237
399	0.372746055
400	0.3726736536
401	0.3725830685
402	0.3723752771
403	0.3723159854
404	0.3722229562
405	0.3720340487
406	0.371972557
407	0.3718607984
408	0.3717223548
409	0.3716046035
410	0.3715680216
411	0.3715168361
412	0.3713966407
413	0.3712776771
414	0.3711878013
415	0.371133747
416	0.37103122
417	0.3709213543
418	0.3708261452
419	0.3707476326
420	0.3706383068
421	0.3705972543
422	0.3705483982
423	0.3703614363
424	0.3702610454
425	0.3702281209
426	0.3701056566
427	0.3700487423
428	0.3699203842
429	0.3696953865
430	0.3695783696
431	0.3695406649
432	0.3693105892
433	0.3692275588
434	0.3691622329
435	0.3691088541
436	0.3690470787
437	0.3689253989
438	0.3688895336
439	0.36873895
440	0.3685296908
441	0.3684834829
442	0.3683184926
443	0.3682128841
444	0.3680749571
445	0.3679810279
446	0.3679498523
447	0.367886599
448	0.3677006518
449	0.3676051851
450	0.3674729568
451	0.3673954984
452	0.3673355768
453	0.3672294173
454	0.3671596267
455	0.3670972065
456	0.3669829075
457	0.3668688153
458	0.3668183927
459	0.366773983
460	0.3666977434
461	0.3666298653
462	0.3665268365
463	0.3664000814
464	0.366364513
465	0.3663199981
466	0.3662239936
467	0.3661871998
468	0.3660066198
469	0.3659657865
470	0.3657482699
471	0.3655777456
472	0.3655240646
473	0.3652740437
474	0.3651462565
475	0.3651113099
476	0.3650724775
477	0.364978171
478	0.3648991189
479	0.3648704792
480	0.3648031048
481	0.3646403339
482	0.3645234835
483	0.3643549881
484	0.3642951868
485	0.3642446209
486	0.3640444634
487	0.3638507325
488	0.3638019653
489	0.3636323505
490	0.3635884689
491	0.3633732923
492	0.3632466307
493	0.3631854548
494	0.3630528763
495	0.3627749238
496	0.3627093098
497	0.362434906
498	0.3622430331
499	0.3619712685
500	0.3615738893
501	0.3615382796
502	0.3613477752
503	0.3612981117
504	0.3612484891
505	0.3611786133
506	0.3610319179
507	0.3609708461
508	0.3607872879
509	0.360605677
510	0.3605090009
511	0.3604320212
512	0.3603342358
513	0.3602972629
514	0.3601041018
515	0.3599813652
516	0.3597746786
517	0.3597196886
518	0.3596754472
519	0.3595998301
520	0.3594472427
521	0.3593731647
522	0.3593058342
523	0.3592637873
524	0.3591981534
525	0.3591386364
526	0.3589053036
527	0.35876409
528	0.3586062546
529	0.3584387728
530	0.3583841753
531	0.3583406859
532	0.3582539616
533	0.3579278952
534	0.3578650857
535	0.3577286829
536	0.3575179662
537	0.3574607343
538	0.3573248837
539	0.357264329
540	0.3572142919
541	0.3571653226
542	0.3570728092
543	0.3570178517
544	0.3568202469
545	0.3565115801
546	0.356466671
547	0.3564067026
548	0.3563284272
549	0.3561949501
550	0.3561440758
551	0.3558580764
552	0.3556898189
553	0.3556547804
554	0.3555446097
555	0.3554733761
556	0.3553691785
557	0.355172333
558	0.3549114198
559	0.3547905004
560	0.3546101034
561	0.3544593654
562	0.3543987616
563	0.3542738805
564	0.3542165102
565	0.3540146099
566	0.3539537776
567	0.3539050132
568	0.3537922513
569	0.3537372711
570	0.3536944052
571	0.3536448159
572	0.3534781285
573	0.3533134185
574	0.3531634079
575	0.3531119173
576	0.3530526411
577	0.3529810137
578	0.3529279366
579	0.3528682957
580	0.3528193035
581	0.3527280171
582	0.3526743005
583	0.3526195703
584	0.3524600279
585	0.3524134718
586	0.3522968073
587	0.352229069
588	0.3521802588
589	0.3518327788
590	0.3517942546
591	0.3517477842
592	0.3517002406
593	0.3515389967
594	0.351489686
595	0.3514346372
596	0.3513405818
597	0.351282686
598	0.3512348428
599	0.3510176134
600	0.3509683458
601	0.3509247062
602	0.3508601338
603	0.3506389187
604	0.3505954373
605	0.3505310943
606	0.3504917669
607	0.3502609831
608	0.3501477959
609	0.3500260032
610	0.3499732274
611	0.349913783
612	0.3498484575
613	0.3496640205
614	0.3495900613
615	0.3494690127
616	0.3494080504
617	0.3490811948
618	0.3488937427
619	0.3488491804
620	0.3485563995
621	0.3484292954
622	0.3483860188
623	0.34834107
624	0.3482935917
625	0.3482280551
626	0.3481871895
627	0.348137006
628	0.347813009
629	0.3477797176
630	0.3477177837
631	0.3475389056
632	0.3471875483
633	0.347135303
634	0.3469220097
635	0.3468720323
636	0.3467109612
637	0.3465371856
638	0.3463444861
639	0.346161333
640	0.3461028431
641	0.3460385402
642	0.3459111594
643	0.3455964122
644	0.3455499667
645	0.3455025357
646	0.3452322667
647	0.3450013088
648	0.3447797906
649	0.3447283648
650	0.3445549651
651	0.3444256337
652	0.3443817778
653	0.3441146456
654	0.3438838643
655	0.3436118705
656	0.3435681061
657	0.3435218638
658	0.3434613471
659	0.3434136815
660	0.3433503227
661	0.3431043723
662	0.3430733473
663	0.3430317208
664	0.3429849738
665	0.3429320117
666	0.3427726578
667	0.3426201218
668	0.3424751818
669	0.3424337159
670	0.3423868772
671	0.3423411178
672	0.3420075715
673	0.3419051881
674	0.3418679678
675	0.3416671956
676	0.3416231122
677	0.3414838274
678	0.341265076
679	0.3412256057
680	0.341187033
681	0.3410995
682	0.3410605579
683	0.3407614906
684	0.3407256274
685	0.3404464428
686	0.3404117736
687	0.3403689053
688	0.3403016222
689	0.3401421014
690	0.3400074259
691	0.3399629525
692	0.3399148992
693	0.3397226705
694	0.3394668724
695	0.339218575
696	0.3390489335
697	0.3389013386
698	0.3388545534
699	0.3388092109
700	0.3387716256
701	0.3387214344
702	0.3386877736
703	0.3386367197
704	0.3386011074
705	0.3384000965
706	0.338352018
707	0.3381161641
708	0.3380758944
709	0.3378434313
710	0.3377168746
711	0.3373998109
712	0.337130266
713	0.3370922881
714	0.33682372
715	0.3367903802
716	0.3367503359
717	0.3365976666
718	0.3363086731
719	0.3362684009
720	0.3362319616
721	0.3361897379
722	0.3361536179
723	0.3361180529
724	0.3360809249
725	0.3360059947
726	0.3358430142
727	0.3356345042
728	0.3356004318
729	0.3353890722
730	0.3353514388
731	0.3350705927
732	0.3350388124
733	0.3348024762
734	0.334663019
735	0.3346320215
736	0.3345931041
737	0.3345363362
738	0.3344878069
739	0.3342296662
740	0.3341871689
741	0.3339664292
742	0.3337754293
743	0.3334953469
744	0.3334691442
745	0.3333025946
746	0.3331384421
747	0.333108751
748	0.3330639605
749	0.3330273602
750	0.3329793338
751	0.3328224579
752	0.3327888217
753	0.3327535074
754	0.3327012356
755	0.3326706534
756	0.3325010065
757	0.3322906833
758	0.3320219265
759	0.3319865433
760	0.3319546023
761	0.3317400868
762	0.3315867913
763	0.3313601119
764	0.3313256909
765	0.3311729235
766	0.3311423141
767	0.3311036243
768	0.331069437
769	0.3308616181
770	0.3306307951
771	0.3305149308
772	0.3303697452
773	0.3302409326
774	0.3300589671
775	0.3300243206
776	0.329769049
777	0.3295213326
778	0.3292502237
779	0.3292166752
780	0.3291779622
781	0.3291468038
782	0.3291142448
783	0.3289755234
784	0.3289148071
785	0.3286388669
786	0.3284428408
787	0.3282782607
788	0.3282437688
789	0.3281875989
790	0.3281270897
791	0.3279279535
792	0.3278223602
793	0.327654041
794	0.3275858874
795	0.3274361912
796	0.3272258854
797	0.326862661
798	0.3266463832
799	0.3266123754
800	0.3264225915
801	0.3262405605
802	0.3260467284
803	0.3258577879
804	0.3258248592
805	0.3257849752
806	0.3257471139
807	0.3257017921
808	0.3256382655
809	0.325446705
810	0.3254073971
811	0.3253674046
812	0.3253371649
813	0.3253122941
814	0.3252785621
815	0.3251736577
816	0.3251190178
817	0.3250823089
818	0.3249649064
819	0.3247923978
820	0.3245697869
821	0.3244447109
822	0.324280136
823	0.3241276338
824	0.3239984646
825	0.3238379282
826	0.3238053713
827	0.3236718539
828	0.3236354414
829	0.3234169386
830	0.3231753519
831	0.3231360281
832	0.3230995657
833	0.323060995
834	0.322849916
835	0.3228132509
836	0.3227743775
837	0.3227423716
838	0.3227108231
839	0.3226453398
840	0.3226198052
841	0.3223846019
842	0.322241845
843	0.3221318056
844	0.3219630491
845	0.3218053404
846	0.3215927711
847	0.321430532
848	0.3212927902
849	0.3212647528
850	0.3212314133
851	0.3211983303
852	0.3210251658
853	0.3207822733
854	0.3207493262
855	0.3205751359
856	0.3202661985
857	0.3202065871
858	0.3201704482
859	0.3199228724
860	0.3198306606
861	0.3197952125
862	0.319610708
863	0.3194995538
864	0.3193309462
865	0.3191245858
866	0.3188580799
867	0.3186777997
868	0.3184560446
869	0.3183987059
870	0.3183616025
871	0.3183262191
872	0.3181474378
873	0.3178891485
874	0.317857368
875	0.3178311673
876	0.3175237464
877	0.3173511984
878	0.3172197075
879	0.3170366287
880	0.316831476
881	0.3166632373
882	0.3164443117
883	0.3163552762
884	0.316172196
885	0.3160442235
886	0.3158826737
887	0.3158487369
888	0.3157717541
889	0.3157264861
890	0.3154515958
891	0.3153317536
892	0.3152831314
893	0.3152492655
894	0.3151086677
895	0.315075812
896	0.3150442173
897	0.3150118899
898	0.3149218901
899	0.314700353
900	0.3146620802
901	0.3146265133
902	0.3144876736
903	0.314262739
904	0.3140567494
905	0.3138565323
906	0.3136738128
907	0.313440606
908	0.3134051557
909	0.3133708286
910	0.3132424585
911	0.3132137114
912	0.3131842752
913	0.3131522464
914	0.3129227415
915	0.3128940401
916	0.3128632052
917	0.3127268377
918	0.3124899417
919	0.3124546335
920	0.3123261552
921	0.3122409787
922	0.3120350552
923	0.3120064208
924	0.3119778594
925	0.3119480559
926	0.3119177285
927	0.3116661178
928	0.3114899075
929	0.3114591856
930	0.3114355611
931	0.3112408174
932	0.311206148
933	0.3111749711
934	0.3109450114
935	0.3107600205
936	0.3106453833
937	0.3104532897
938	0.3102649232
939	0.3100545543
940	0.3100268614
941	0.3099899685
942	0.3098299553
943	0.3096411389
944	0.3096131934
945	0.3094432437
946	0.3094156444
947	0.309382146
948	0.3091968601
949	0.3091641882
950	0.3091023039
951	0.3090735796
952	0.3088060743
953	0.3087729222
954	0.3087434171
955	0.3085846915
956	0.3084637512
957	0.3084381289
958	0.3082187138
959	0.3080954365
960	0.3079093842
961	0.3077045761
962	0.3075208089
963	0.3074755225
964	0.3073105181
965	0.307276815
966	0.3071318459
967	0.3069749712
968	0.3067348425
969	0.3066988641
970	0.3065420941
971	0.306372882
972	0.3062292203
973	0.3061961832
974	0.3060637102
975	0.3060413006
976	0.3058848659
977	0.3058356025
978	0.3058020124
979	0.3057048875
980	0.3056593485
981	0.3054991436
982	0.3054635597
983	0.3052541523
984	0.3051261833
985	0.3050930793
986	0.3049247018
987	0.3048930172
988	0.3048698287
989	0.3048380522
990	0.3045898278
991	0.3043996581
992	0.3043672844
993	0.3043179364
994	0.3042915102
995	0.3042641425
996	0.3042409751
997	0.3040846144
998	0.3038893469
999	0.3038601443
